02110,NZM,AGC
19714,NAD,RMA
19714,RMA,KOTA
19714,KOTA,SWM
19714,SWM,BNLW
19714,BNLW,DPA
19714,DPA,JP
19801,KOTA,ATH
19801,ATH,BAZ
19801,BAZ,CAG
19801,CAG,RTA
19801,RTA,KHRJ
19801,KHRJ,CBK
19801,CBK,BRRG
19801,BRRG,PFR
19801,PFR,SFW
19801,SFW,SFY
19801,SFY,MKC
19801,MKC,DWX
19801,DWX,INDB
19802,INDB,DWX
19802,DWX,MKC
19802,MKC,SFY
19802,SFY,SFW
19802,SFW,PFR
19802,PFR,BRRG
19802,BRRG,CBK
19802,CBK,KHRJ
19802,KHRJ,RTA
19802,RTA,CAG
19802,CAG,BAZ
19802,BAZ,ATH
19802,ATH,KOTA
19943,UDZ,KRCD
19943,KRCD,ZW
19943,ZW,JYM
19943,JYM,DNRP
19943,DNRP,HMT
19943,HMT,SDGM
19943,SDGM,ASV
19943,ASV,ADI
19944,ADI,ASV
19944,ASV,SDGM
19944,SDGM,HMT
19944,HMT,DNRP
19944,DNRP,JYM
19944,JYM,ZW
19944,ZW,KRCD
19944,KRCD,UDZ
21028,SUR,MO
21028,MO,MA
21028,MA,KWV
21028,KWV,KEM
21028,KEM,JEUR
21028,JEUR,BGVN
21028,BGVN,DD
21028,DD,ANG
21028,ANG,BAP
21028,BAP,PB
21028,PB,KPG
21028,KPG,YL
21028,YL,MMR
21028,MMR,NGN
21028,NGN,CSN
21028,CSN,PC
21028,PC,JL
21028,JL,BSL
21028,BSL,BDWD
21028,BDWD,MKU
21028,MKU,NN
21028,NN,JM
21028,JM,SEG
21028,SEG,AK
21028,AK,MZR
21028,MZR,BD
21028,BD,CND
21028,CND,DMN
21028,DMN,PLO
21028,PLO,WR
21028,WR,SEGM
21028,SEGM,TGP
21028,TGP,SNI
21028,SNI,AJNI
21028,AJNI,NGP
21028,NGP,ITR
21028,ITR,KP
21028,KP,BRD
21028,BRD,TMR
21028,TMR,TRO
21028,TRO,G
21068,RBL,GNG
21068,GNG,AME
21068,AME,PBH
21068,PBH,ALD
21068,ALD,MKP
21068,MKP,STA
21068,STA,KTE
21068,KTE,JBP
21068,JBP,NU
21068,NU,PPI
21068,PPI,ET
21068,ET,KNW
21068,KNW,BAU
21068,BAU,BSL
21068,BSL,MMR
21068,MMR,NK
21068,NK,IGP
21068,IGP,KYN
21068,KYN,TNA
21068,TNA,LTT
21107,KURJ,MBA
21107,MBA,BNDA
21107,BNDA,KHU
21107,KHU,ATE
21107,ATE,BTKP
21107,BTKP,CKTD
21107,CKTD,MKP
21107,MKP,DBR
21107,DBR,BRG
21107,BRG,SRJ
21107,SRJ,NYN
21107,NYN,ALD
21107,ALD,PRG
21107,PRG,PFM
21107,PFM,PLP
21107,PLP,URPR
21107,URPR,JNH
21107,JNH,SAW
21107,SAW,BOY
21107,BOY,BSB
21108,BSB,CHH
21108,CHH,SWPR
21108,SWPR,KEH
21108,KEH,PRF
21108,PRF,BOY
21108,BOY,MOF
21108,MOF,SAW
21108,SAW,SQN
21108,SQN,JNH
21108,JNH,URPR
21108,URPR,PLP
21108,PLP,PFM
21108,PFM,PRG
21108,PRG,ALD
21108,ALD,NYN
21108,NYN,SRJ
21108,SRJ,BRG
21108,BRG,DBR
21108,DBR,MKP
21108,MKP,CKTD
21108,CKTD,BTKP
21108,BTKP,ATE
21108,ATE,KHU
21108,KHU,BNDA
21108,BNDA,MBA
21108,MBA,KURJ
21125,INDB,DWX
21125,DWX,UJN
21125,UJN,MKC
21125,MKC,SFY
21125,SFY,BRRG
21125,BRRG,RTA
21125,RTA,GUNA
21125,GUNA,BDWS
21125,BDWS,SVPI
21125,SVPI,GWL
21125,GWL,SAC
21125,SAC,MLAR
21125,MLAR,GOA
21125,GOA,SONI
21125,SONI,BIX
21126,BIX,SONI
21126,SONI,GOA
21126,GOA,MLAR
21126,MLAR,SAC
21126,SAC,GWL
21126,GWL,SVPI
21126,SVPI,GUNA
21126,GUNA,RTA
21126,RTA,BRRG
21126,BRRG,SFY
21126,SFY,MKC
21126,MKC,UJN
21126,UJN,DWX
21126,DWX,INDB
22101,LTT,TNA
22101,TNA,KYN
22101,KYN,KSRA
22101,KSRA,IGP
22101,IGP,DVL
22101,DVL,NK
22101,NK,MMR
22102,MMR,NK
22102,NK,DVL
22102,DVL,IGP
22102,IGP,KSRA
22102,KSRA,KYN
22102,KYN,TNA
22102,TNA,LTT
22103,LTT,KYN
22103,KYN,NK
22103,NK,JL
22103,JL,ET
22103,ET,JBP
22103,JBP,KTE
22103,KTE,STA
22103,STA,MKP
22103,MKP,ALD
22103,ALD,JNH
22103,JNH,ZBD
22103,ZBD,JNU
22103,JNU,SHG
22103,SHG,ABP
22103,ABP,FD
22104,FD,ABP
22104,ABP,SHG
22104,SHG,JNU
22104,JNU,JNH
22104,JNH,ALD
22104,ALD,MKP
22104,MKP,STA
22104,STA,KTE
22104,KTE,JBP
22104,JBP,ET
22104,ET,JL
22104,JL,NK
22104,NK,KYN
22104,KYN,LTT
22105,CSTM,DR
22105,DR,TNA
22105,TNA,KYN
22105,KYN,KJT
22105,KJT,LNL
22105,LNL,SVJR
22105,SVJR,PUNE
22106,PUNE,LNL
22106,LNL,KJT
22106,KJT,KYN
22106,KYN,TNA
22106,TNA,DR
22106,DR,CSTM
22107,CSTM,DR
22107,DR,KYN
22107,KYN,KJT
22107,KJT,LNL
22107,LNL,PUNE
22107,PUNE,DD
22107,DD,KWV
22107,KWV,BTW
22107,BTW,UMD
22107,UMD,HGL
22107,HGL,LUR
22108,LUR,HGL
22108,HGL,UMD
22108,UMD,BTW
22108,BTW,KWV
22108,KWV,DD
22108,DD,PUNE
22108,PUNE,LNL
22108,LNL,KJT
22108,KJT,KYN
22108,KYN,DR
22108,DR,CSTM
22111,BSL,BAU
22111,BAU,NPNR
22111,NPNR,KNW
22111,KNW,CAER
22111,CAER,KKN
22111,KKN,HD
22111,HD,BPF
22111,BPF,ET
22111,ET,BBTR
22111,BBTR,GDYA
22111,GDYA,BZU
22111,BZU,AMLA
22111,AMLA,MTY
22111,MTY,PAR
22111,PAR,NRKR
22111,NRKR,KATL
22111,KATL,NGP
22112,NGP,KATL
22112,KATL,NRKR
22112,NRKR,PAR
22112,PAR,MTY
22112,MTY,AMLA
22112,AMLA,BZU
22112,BZU,GDYA
22112,GDYA,BBTR
22112,BBTR,ET
22112,ET,BPF
22112,BPF,HD
22112,HD,KKN
22112,KKN,CAER
22112,CAER,KNW
22112,KNW,NPNR
22112,NPNR,BAU
22112,BAU,BSL
22131,PUNE,DD
22131,DD,ANG
22131,ANG,BAP
22131,BAP,KPG
22131,KPG,MMR
22131,MMR,BSL
22131,BSL,KNW
22131,KNW,HD
22131,HD,ET
22131,ET,PPI
22131,PPI,NU
22131,NU,JBP
22131,JBP,KTE
22131,KTE,STA
22131,STA,ALD
22131,ALD,ALY
22131,ALY,GYN
22131,GYN,MUV
22132,MUV,GYN
22132,GYN,ALY
22132,ALY,ALD
22132,ALD,STA
22132,STA,KTE
22132,KTE,JBP
22132,JBP,NU
22132,NU,PPI
22132,PPI,ET
22132,ET,HD
22132,HD,KNW
22132,KNW,BSL
22132,BSL,MMR
22132,MMR,KPG
22132,KPG,BAP
22132,BAP,ANG
22132,ANG,DD
22132,DD,PUNE
22133,SUR,GR
22133,GR,SDB
22133,SDB,WADI
22133,WADI,YG
22133,YG,RC
22133,RC,MALM
22133,MALM,AD
22133,AD,GTL
22133,GTL,ATP
22133,ATP,DMM
22133,DMM,YNK
22133,YNK,YPR
22134,YPR,YNK
22134,YNK,DMM
22134,DMM,ATP
22134,ATP,GTL
22134,GTL,AD
22134,AD,MALM
22134,MALM,RC
22134,RC,YG
22134,YG,WADI
22134,WADI,GR
22134,GR,SUR
22149,ERS,TCR
22149,TCR,SRR
22149,SRR,TIR
22149,TIR,CLT
22149,CLT,TLY
22149,TLY,CAN
22149,CAN,KGQ
22149,KGQ,MAJN
22149,MAJN,UD
22149,UD,BYNR
22149,BYNR,MAO
22149,MAO,SWV
22149,SWV,KKW
22149,KKW,RN
22149,RN,CHI
22149,CHI,PNVL
22149,PNVL,PUNE
22150,PUNE,PNVL
22150,PNVL,CHI
22150,CHI,RN
22150,RN,KKW
22150,KKW,SWV
22150,SWV,MAO
22150,MAO,BYNR
22150,BYNR,UD
22150,UD,MAJN
22150,MAJN,KGQ
22150,KGQ,CAN
22150,CAN,TLY
22150,TLY,CLT
22150,CLT,TIR
22150,TIR,SRR
22150,SRR,TCR
22150,TCR,ERS
22161,BPL,BHS
22161,BHS,BAQ
22161,BAQ,MABA
22161,MABA,BINA
22161,BINA,KYE
22161,KYE,SGO
22161,SGO,MKRN
22161,MKRN,GAJ
22161,GAJ,PHA
22161,PHA,DMO
22162,DMO,PHA
22162,PHA,GAJ
22162,GAJ,MKRN
22162,MKRN,SGO
22162,SGO,KYE
22162,KYE,BINA
22162,BINA,MABA
22162,MABA,BAQ
22162,BAQ,BHS
22162,BHS,BPL
22181,JBP,SHR
22181,SHR,KTE
22181,KTE,BNU
22181,BNU,DMO
22181,DMO,PHA
22181,PHA,SGO
22181,SGO,KYE
22181,KYE,MAKR
22181,MAKR,LAR
22181,LAR,JHS
22181,JHS,GWL
22181,GWL,AGC
22181,AGC,MTJ
22181,MTJ,NZM
22182,NZM,MTJ
22182,MTJ,AGC
22182,AGC,GWL
22182,GWL,JHS
22182,JHS,LAR
22182,LAR,MAKR
22182,MAKR,KYE
22182,KYE,SGO
22182,SGO,PHA
22182,PHA,DMO
22182,DMO,BNU
22182,BNU,KTE
22182,KTE,SHR
22182,SHR,JBP
22183,HBJ,BPL
22183,BPL,BIH
22183,BIH,SEH
22183,SEH,SJP
22183,SJP,MKC
22183,MKC,DWX
22183,DWX,INDB
22184,INDB,DWX
22184,DWX,MKC
22184,MKC,SJP
22184,SJP,SEH
22184,SEH,BIH
22184,BIH,BPL
22184,BPL,HBJ
22185,BPL,BIH
22185,BIH,SEH
22185,SEH,SJP
22185,SJP,UJN
22185,UJN,DWX
22185,DWX,INDB
22186,INDB,DWX
22186,DWX,UJN
22186,UJN,SJP
22186,SJP,SEH
22186,SEH,BIH
22186,BIH,BPL
22187,HBJ,HBD
22187,HBD,ET
22187,ET,PPI
22187,PPI,GAR
22187,GAR,KY
22187,KY,NU
22187,NU,SRID
22187,SRID,MML
22187,MML,JBP
22188,JBP,MML
22188,MML,SRID
22188,SRID,NU
22188,NU,KY
22188,KY,GAR
22188,GAR,PPI
22188,PPI,ET
22188,ET,HBD
22188,HBD,HBJ
22308,BKN,DSO
22308,DSO,NOK
22308,NOK,NGO
22308,NGO,MTD
22308,MTD,DNA
22308,DNA,MKN
22308,MKN,KMNC
22308,KMNC,JP
22308,JP,BTE
22308,BTE,AH
22308,AH,AF
22308,AF,ETW
22308,ETW,CNB
22308,CNB,FTP
22308,FTP,ALD
22308,ALD,MZP
22308,MZP,MGS
22308,MGS,BBU
22308,BBU,SSM
22308,SSM,DOS
22308,DOS,AUBR
22308,AUBR,GAYA
22308,GAYA,KQR
22308,KQR,PNME
22308,PNME,DHN
22308,DHN,ASN
22308,ASN,BWN
22308,BWN,HWH
22309,HWH,BWN
22309,BWN,RPH
22309,RPH,MLDT
22309,MLDT,BOE
22309,BOE,KNE
22309,KNE,AUB
22309,AUB,NJP
22310,NJP,AUB
22310,AUB,KNE
22310,KNE,BOE
22310,BOE,MLDT
22310,MLDT,RPH
22310,RPH,BWN
22310,BWN,HWH
22387,HWH,SHE
22387,SHE,BDC
22387,BDC,BWN
22387,BWN,MNAE
22387,MNAE,PAN
22387,PAN,DGR
22387,DGR,OYR
22387,OYR,UDL
22387,UDL,RNG
22387,RNG,ASN
22387,ASN,STN
22387,STN,ULT
22387,ULT,BRR
22387,BRR,KMME
22387,KMME,DHN
22388,DHN,KMME
22388,KMME,BRR
22388,BRR,ULT
22388,ULT,STN
22388,STN,ASN
22388,ASN,RNG
22388,RNG,UDL
22388,UDL,OYR
22388,OYR,DGR
22388,DGR,PAN
22388,PAN,MNAE
22388,MNAE,BWN
22388,BWN,BDC
22388,BDC,SHE
22388,SHE,HWH
22401,DEE,PNP
22401,PNP,UMB
22401,UMB,LDH
22401,LDH,JRC
22401,JRC,CHKB
22401,CHKB,JAT
22401,JAT,UHP
22402,UHP,JAT
22402,JAT,CHKB
22402,CHKB,JRC
22402,JRC,LDH
22402,LDH,UMB
22402,UMB,PNP
22402,PNP,DEE
22403,PDY,MS
22403,MS,GDR
22403,GDR,BZA
22403,BZA,WL
22403,WL,SKZR
22403,SKZR,BPQ
22403,BPQ,NGP
22403,NGP,ET
22403,ET,BPL
22403,BPL,JHS
22403,JHS,AGC
22403,AGC,MTJ
22403,MTJ,NDLS
22404,NDLS,MTJ
22404,MTJ,AGC
22404,AGC,JHS
22404,JHS,BPL
22404,BPL,ET
22404,ET,NGP
22404,NGP,BPQ
22404,BPQ,SKZR
22404,SKZR,WL
22404,WL,BZA
22404,BZA,GDR
22404,GDR,MS
22404,MS,PDY
22447,KURJ,MBA
22447,MBA,KLAR
22447,KLAR,HPP
22447,HPP,MRPR
22447,MRPR,JHS
22447,JHS,AGC
22447,AGC,MTJ
22447,MTJ,NZM
22451,BDTS,BVI
22451,BVI,ST
22451,ST,BH
22451,BH,BRC
22451,BRC,ANND
22451,ANND,ADI
22451,ADI,MSH
22451,MSH,PNU
22451,PNU,ABR
22451,ABR,FA
22451,FA,MJ
22451,MJ,AII
22451,AII,FL
22451,FL,RGS
22451,RGS,NMK
22451,NMK,NNL
22451,NNL,RE
22451,RE,GGN
22451,GGN,DEC
22451,DEC,PNP
22451,PNP,UMB
22451,UMB,CDG
22452,CDG,UMB
22452,UMB,PNP
22452,PNP,DEC
22452,DEC,GGN
22452,GGN,RE
22452,RE,NNL
22452,NNL,NMK
22452,NMK,RGS
22452,RGS,FL
22452,FL,AII
22452,AII,MJ
22452,MJ,FA
22452,FA,ABR
22452,ABR,PNU
22452,PNU,MSH
22452,MSH,ADI
22452,ADI,ANND
22452,ANND,BRC
22452,BRC,BH
22452,BH,ST
22452,ST,BVI
22452,BVI,BDTS
22453,LKO,BLM
22453,BLM,HRI
22453,HRI,SPN
22453,SPN,BE
22453,BE,RMU
22453,RMU,MB
22453,MB,AMRO
22453,AMRO,HPU
22453,HPU,MTC
22454,MTC,HPU
22454,HPU,AMRO
22454,AMRO,MB
22454,MB,RMU
22454,RMU,BE
22454,BE,SPN
22454,SPN,HRI
22454,HRI,BLM
22454,BLM,LKO
22455,SNSI,MMR
22455,MMR,BSL
22455,BSL,ET
22455,ET,BPL
22455,BPL,JHS
22455,JHS,GWL
22455,GWL,AGC
22455,AGC,MTJ
22455,MTJ,NZM
22455,NZM,NDLS
22455,NDLS,PNP
22455,PNP,UMB
22455,UMB,CDG
22455,CDG,KLK
22456,KLK,CDG
22456,CDG,UMB
22456,UMB,PNP
22456,PNP,NDLS
22456,NDLS,NZM
22456,NZM,MTJ
22456,MTJ,AGC
22456,AGC,GWL
22456,GWL,JHS
22456,JHS,BPL
22456,BPL,ET
22456,ET,BSL
22456,BSL,MMR
22456,MMR,SNSI
22457,NED,PAU
22457,PAU,BMF
22457,BMF,HNL
22457,HNL,WHM
22457,WHM,AK
22457,AK,MKU
22457,MKU,KNW
22457,KNW,ET
22457,ET,HBJ
22457,HBJ,BPL
22457,BPL,BINA
22457,BINA,JHS
22457,JHS,GWL
22457,GWL,AGC
22457,AGC,MTJ
22457,MTJ,NDLS
22457,NDLS,PNP
22457,PNP,UMB
22457,UMB,CDG
22457,CDG,SASN
22457,SASN,RPAR
22457,RPAR,ANSB
22457,ANSB,NLDM
22458,NLDM,ANSB
22458,ANSB,RPAR
22458,RPAR,MRND
22458,MRND,SASN
22458,SASN,CDG
22458,CDG,UMB
22458,UMB,PNP
22458,PNP,NDLS
22458,NDLS,MTJ
22458,MTJ,AGC
22458,AGC,GWL
22458,GWL,JHS
22458,JHS,BINA
22458,BINA,BPL
22458,BPL,HBJ
22458,HBJ,ET
22458,ET,KNW
22458,KNW,MKU
22458,MKU,AK
22458,AK,WHM
22458,WHM,HNL
22458,HNL,BMF
22458,BMF,PAU
22458,PAU,NED
22464,BKN,NOK
22464,NOK,NGO
22464,NGO,MTD
22464,MTD,DNA
22464,DNA,MKN
22464,MKN,JP
22464,JP,AWR
22464,AWR,DEC
22464,DEC,DEE
22471,BKN,NPS
22471,NPS,SDF
22471,SDF,SDGH
22471,SDGH,RJR
22471,RJR,RTGH
22471,RTGH,CUR
22471,CUR,SDLP
22471,SDLP,LHU
22471,LHU,MHRG
22471,MHRG,RE
22471,RE,DEC
22471,DEC,DEE
22472,DEE,DEC
22472,DEC,RE
22472,RE,MHRG
22472,MHRG,LHU
22472,LHU,SDLP
22472,SDLP,CUR
22472,CUR,RTGH
22472,RTGH,RJR
22472,RJR,SDGH
22472,SDGH,SDF
22472,SDF,NPS
22472,NPS,BKN
22473,BKN,NOK
22473,NOK,NGO
22473,NGO,MTD
22473,MTD,JU
22473,JU,LUNI
22473,LUNI,PMY
22473,PMY,MJ
22473,MJ,ABR
22473,ABR,PNU
22473,PNU,SID
22473,SID,UJA
22473,UJA,MSH
22473,MSH,ADI
22473,ADI,ND
22473,ND,ANND
22473,ANND,BRC
22473,BRC,BH
22473,BH,ST
22473,ST,NVS
22473,NVS,BL
22473,BL,BVI
22473,BVI,BDTS
22474,BDTS,BVI
22474,BVI,BL
22474,BL,NVS
22474,NVS,ST
22474,ST,BH
22474,BH,BRC
22474,BRC,ANND
22474,ANND,ND
22474,ND,ADI
22474,ADI,MSH
22474,MSH,UJA
22474,UJA,SID
22474,SID,PNU
22474,PNU,ABR
22474,ABR,MJ
22474,MJ,PMY
22474,PMY,LUNI
22474,LUNI,JU
22474,JU,MTD
22474,MTD,NGO
22474,NGO,NOK
22474,NOK,BKN
22475,BKN,NOK
22475,NOK,NGO
22475,NGO,MTD
22475,MTD,JU
22475,JU,LUNI
22475,LUNI,PMY
22475,PMY,MJ
22475,MJ,FA
22475,FA,ABR
22475,ABR,PNU
22475,PNU,MSH
22475,MSH,ADI
22475,ADI,ANND
22475,ANND,BRC
22475,BRC,AKV
22475,AKV,ST
22475,ST,VAPI
22475,VAPI,BSR
22475,BSR,PNVL
22475,PNVL,ROHA
22475,ROHA,CHI
22475,CHI,RN
22475,RN,KKW
22475,KKW,MAO
22475,MAO,KAWR
22475,KAWR,BTJL
22475,BTJL,UD
22475,UD,MAJN
22475,MAJN,CAN
22475,CAN,CLT
22475,CLT,SRR
22475,SRR,PGT
22475,PGT,CBE
22476,CBE,PGT
22476,PGT,SRR
22476,SRR,CLT
22476,CLT,CAN
22476,CAN,MAJN
22476,MAJN,UD
22476,UD,BTJL
22476,BTJL,KAWR
22476,KAWR,MAO
22476,MAO,KKW
22476,KKW,RN
22476,RN,CHI
22476,CHI,ROHA
22476,ROHA,PNVL
22476,PNVL,BSR
22476,BSR,VAPI
22476,VAPI,ST
22476,ST,AKV
22476,AKV,BRC
22476,BRC,ANND
22476,ANND,ADI
22476,ADI,MSH
22476,MSH,PNU
22476,PNU,ABR
22476,ABR,FA
22476,FA,MJ
22476,MJ,PMY
22476,PMY,LUNI
22476,LUNI,JU
22476,JU,MTD
22476,MTD,NGO
22476,NGO,NOK
22476,NOK,BKN
22481,JU,MTD
22481,MTD,REN
22481,REN,DNA
22481,DNA,KHTU
22481,KHTU,CTKT
22481,CTKT,DIA
22481,DIA,LAU
22481,LAU,SUJH
22481,SUJH,RTGH
22481,RTGH,CUR
22481,CUR,SDLP
22481,SDLP,LHU
22481,LHU,RE
22481,RE,PTRD
22481,PTRD,GGN
22481,GGN,DEC
22481,DEC,DEE
22482,DEE,DEC
22482,DEC,GGN
22482,GGN,PTRD
22482,PTRD,RE
22482,RE,LHU
22482,LHU,SDLP
22482,SDLP,CUR
22482,CUR,RTGH
22482,RTGH,SUJH
22482,SUJH,LAU
22482,LAU,DIA
22482,DIA,CTKT
22482,CTKT,KHTU
22482,KHTU,DNA
22482,DNA,REN
22482,REN,MTD
22482,MTD,JU
22601,MAS,AJJ
22601,AJJ,KPD
22601,KPD,JTJ
22601,JTJ,BWT
22601,BWT,MLO
22601,MLO,KJM
22601,KJM,YNK
22601,YNK,HUP
22601,HUP,SSPN
22601,SSPN,DMM
22601,DMM,ATP
22601,ATP,GTL
22601,GTL,AD
22601,AD,MALM
22601,MALM,RC
22601,RC,WADI
22601,WADI,GR
22601,GR,SUR
22601,SUR,DD
22601,DD,ANG
22601,ANG,PB
22601,PB,SNSI
22602,SNSI,PB
22602,PB,ANG
22602,ANG,DD
22602,DD,SUR
22602,SUR,GR
22602,GR,WADI
22602,WADI,RC
22602,RC,MALM
22602,MALM,AD
22602,AD,GTL
22602,GTL,ATP
22602,ATP,DMM
22602,DMM,SSPN
22602,SSPN,HUP
22602,HUP,YNK
22602,YNK,KJM
22602,KJM,MLO
22602,MLO,BWT
22602,BWT,JTJ
22602,JTJ,KPD
22602,KPD,AJJ
22602,AJJ,PER
22602,PER,MAS
22603,KGP,BLDA
22603,BLDA,BLS
22603,BLS,JJKR
22603,JJKR,CTC
22603,CTC,BBS
22603,BBS,KUR
22603,KUR,BAM
22603,BAM,VZM
22603,VZM,VSKP
22603,VSKP,RJY
22603,RJY,EE
22603,EE,BZA
22603,BZA,GDR
22603,GDR,RU
22603,RU,KPD
22603,KPD,VLR
22603,VLR,ARV
22603,ARV,TNM
22603,TNM,VM
22604,VM,TNM
22604,TNM,ARV
22604,ARV,VLR
22604,VLR,KPD
22604,KPD,RU
22604,RU,GDR
22604,GDR,BZA
22604,BZA,EE
22604,EE,RJY
22604,RJY,VSKP
22604,VSKP,VZM
22604,VZM,BAM
22604,BAM,KUR
22604,KUR,BBS
22604,BBS,CTC
22604,CTC,JJKR
22604,JJKR,BLS
22604,BLS,BLDA
22604,BLDA,KGP
22605,PRR,ADRA
22605,ADRA,BQA
22605,BQA,VSU
22605,VSU,MDN
22605,MDN,HIJ
22605,HIJ,BLDA
22605,BLDA,BLS
22605,BLS,JJKR
22605,JJKR,CTC
22605,CTC,BBS
22605,BBS,KUR
22605,KUR,BAM
22605,BAM,VZM
22605,VZM,VSKP
22605,VSKP,RJY
22605,RJY,EE
22605,EE,BZA
22605,BZA,OGL
22605,OGL,NLR
22605,NLR,GDR
22605,GDR,RU
22605,RU,PUT
22605,PUT,TRT
22605,TRT,KPD
22605,KPD,VLR
22605,VLR,ARV
22605,ARV,TNM
22605,TNM,TRK
22605,TRK,VM
22606,VM,TRK
22606,TRK,TNM
22606,TNM,ARV
22606,ARV,VLR
22606,VLR,KPD
22606,KPD,TRT
22606,TRT,PUT
22606,PUT,RU
22606,RU,GDR
22606,GDR,NLR
22606,NLR,OGL
22606,OGL,BZA
22606,BZA,EE
22606,EE,RJY
22606,RJY,VSKP
22606,VSKP,VZM
22606,VZM,BAM
22606,BAM,KUR
22606,KUR,BBS
22606,BBS,CTC
22606,CTC,JJKR
22606,JJKR,BLS
22606,BLS,BLDA
22606,BLDA,HIJ
22606,HIJ,MDN
22606,MDN,VSU
22606,VSU,BQA
22606,BQA,ADRA
22606,ADRA,PRR
22607,ERS,AWY
22607,AWY,TCR
22607,TCR,OTP
22607,OTP,PGT
22607,PGT,PTJ
22607,PTJ,TUP
22607,TUP,ED
22607,ED,SA
22607,SA,TPT
22607,TPT,BWT
22607,BWT,KJM
22607,KJM,BNC
22607,BNC,SBC
22608,SBC,BNC
22608,BNC,KJM
22608,KJM,BWT
22608,BWT,TPT
22608,TPT,SA
22608,SA,ED
22608,ED,TUP
22608,TUP,PTJ
22608,PTJ,PGT
22608,PGT,OTP
22608,OTP,TCR
22608,TCR,AWY
22608,AWY,ERS
22609,MAQ,KGQ
22609,KGQ,KZE
22609,KZE,PAY
22609,PAY,CAN
22609,CAN,TLY
22609,TLY,BDJ
22609,BDJ,CLT
22609,CLT,TIR
22609,TIR,SRR
22609,SRR,OTP
22609,OTP,PGT
22609,PGT,CBE
22610,CBE,PGT
22610,PGT,OTP
22610,OTP,SRR
22610,SRR,TIR
22610,TIR,CLT
22610,CLT,BDJ
22610,BDJ,TLY
22610,TLY,CAN
22610,CAN,PAY
22610,PAY,KZE
22610,KZE,KGQ
22610,KGQ,MAQ
22611,MAS,NLR
22611,NLR,OGL
22611,OGL,BZA
22611,BZA,EE
22611,EE,AKP
22611,AKP,DVD
22611,DVD,VSKP
22611,VSKP,VZM
22611,VZM,BAM
22611,BAM,KUR
22611,KUR,BBS
22611,BBS,HIJ
22611,HIJ,BQA
22611,BQA,ADRA
22611,ADRA,ASN
22611,ASN,DGR
22611,DGR,RPH
22611,RPH,MLDT
22611,MLDT,BOE
22611,BOE,KNE
22611,KNE,NJP
22612,NJP,KNE
22612,KNE,BOE
22612,BOE,MLDT
22612,MLDT,RPH
22612,RPH,DGR
22612,DGR,ASN
22612,ASN,ADRA
22612,ADRA,BQA
22612,BQA,HIJ
22612,HIJ,BBS
22612,BBS,KUR
22612,KUR,BAM
22612,BAM,VZM
22612,VZM,VSKP
22612,VSKP,DVD
22612,DVD,AKP
22612,AKP,EE
22612,EE,BZA
22612,BZA,OGL
22612,OGL,NLR
22612,NLR,MAS
22613,MAS,OGL
22613,OGL,BZA
22613,BZA,RJY
22613,RJY,VSKP
22613,VSKP,VZM
22613,VZM,BAM
22613,BAM,KUR
22613,KUR,BBS
22613,BBS,CTC
22613,CTC,JJKR
22613,JJKR,KGP
22613,KGP,PKU
22613,PKU,TMZ
22613,TMZ,HLZ
22614,HLZ,TMZ
22614,TMZ,PKU
22614,PKU,KGP
22614,KGP,JJKR
22614,JJKR,CTC
22614,CTC,BBS
22614,BBS,KUR
22614,KUR,BAM
22614,BAM,VZM
22614,VZM,VSKP
22614,VSKP,RJY
22614,RJY,BZA
22614,BZA,OGL
22614,OGL,MAS
22615,TPTY,PAK
22615,PAK,CTO
22615,CTO,KPD
22615,KPD,SA
22615,SA,ED
22615,ED,TUP
22615,TUP,CBF
22615,CBF,CBE
22616,CBE,TUP
22616,TUP,ED
22616,ED,SA
22616,SA,KPD
22616,KPD,CTO
22616,CTO,PAK
22616,PAK,TPTY
22617,SBC,BNC
22617,BNC,KJM
22617,KJM,BWT
22617,BWT,KPD
22617,KPD,PAK
22617,PAK,TPTY
22618,TPTY,PAK
22618,PAK,CTO
22618,CTO,KPD
22618,KPD,BWT
22618,BWT,KJM
22618,KJM,BNC
22618,BNC,SBC
22619,BSP,BYT
22619,BYT,R
22619,R,DURG
22619,DURG,RJN
22619,RJN,DGG
22619,DGG,G
22619,G,TMR
22619,TMR,BRD
22619,BRD,NGP
22619,NGP,BPQ
22619,BPQ,WL
22619,WL,BZA
22619,BZA,RU
22619,RU,KPD
22619,KPD,SA
22619,SA,ED
22619,ED,TUP
22619,TUP,CBE
22619,CBE,PGT
22619,PGT,TCR
22619,TCR,AWY
22619,AWY,ERS
22619,ERS,ALLP
22619,ALLP,KYJ
22619,KYJ,QLN
22619,QLN,TVC
22619,TVC,NJT
22619,NJT,TEN
22620,TEN,NJT
22620,NJT,TVC
22620,TVC,QLN
22620,QLN,KYJ
22620,KYJ,ALLP
22620,ALLP,ERS
22620,ERS,AWY
22620,AWY,TCR
22620,TCR,PGT
22620,PGT,CBE
22620,CBE,TUP
22620,TUP,ED
22620,ED,SA
22620,SA,KPD
22620,KPD,RU
22620,RU,BZA
22620,BZA,WL
22620,WL,BPQ
22620,BPQ,NGP
22620,NGP,BRD
22620,BRD,TMR
22620,TMR,G
22620,G,DGG
22620,DGG,RJN
22620,RJN,DURG
22620,DURG,R
22620,R,BYT
22620,BYT,BSP
22621,RMM,RMD
22621,RMD,PMK
22621,PMK,MNM
22621,MNM,MDU
22621,MDU,VPT
22621,VPT,CVP
